,player_id,player_name,pos_abbr,weight,height,draft_year,Assist Tackles,Completion Percentage,Completions,Extra Points Made,FGM 1-19 yards,FGM 20-29 yards,FGM 30-39 yards,FGM 40-49 yards,FGM 50+ yards,Field Goal Attempts,Field Goal Made,Field Goal Percentage,Field Goals,Forced Fumbles,Gross Average Punt Yards,Interception Touchdowns,Interception Yards,Interceptions,Kick Extra Points,Kick Return Touchdowns,Kick Return Yards,Kick Returns,Long Field Goal Made,Long Kick Return,Long Punt,Long Punt Return,Long Reception,Long Rushing,Longest Pass,Passer Rating,Passes Defended,Passing Attempts,Passing Touchdowns,Passing Yards,Punt Return Fair Catches,Punt Return Touchdowns,Punt Return Yards,Punt Returns,Punt Yards,Punts,Receiving Touchdowns,Receiving Yards,Receptions,Return Touchdowns,Rushing Attempts,Rushing Touchdowns,Rushing Yards,Sacks,Solo Tackles,Total Kicking Points,Total Sacks,Total Tackles,Total Touchdowns,Total Two Point Conversions,Yards Per Pass Attempt,Yards Per Reception,Yards Per Rush Attempt,career_avg_total_qbr,career_avg_qb_plays,career_avg_total_epa,career_avg_pass,career_avg_run,career_avg_exp_sack,career_avg_penalty,career_avg_raw_qbr,career_avg_sack,career_sum_points_added,scouting,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
0,28325,Andrew Luck,QB,234,76.0,2012,,67.0,713.0,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,162.8,,1064.0,82.0,9430.0,,,,,,,0.0,24.0,2.0,,163.0,7.0,957.0,,,,,,7.0,,8.9,12.0,5.9,85.86666666666667,445.0,72.8,62.46666666666667,15.233333333333333,-4.966666666666666,1.2333333333333334,81.73333333333333,-6.466666666666666,206.1,"<p><b>What he brings:</b> There's no such thing as a can't-miss prospect, but Andrew Luck has everything you're looking for in a quarterback. In terms of physical tools, he has a prototypical frame, strong arm and above-average pocket mobility. 
In terms of his football intelligence, he has a strong understanding of how to run an offense and he makes sound decisions on the field. Finally, there's no question about his ability to step into an NFL huddle and take charge of it. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7859995"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b> This appears to be a perfect fit of a quarterback's skill set with the Colts' new offensive philosophy. Offensive coordinator Bruce Arians will run a Pittsburgh-style scheme with a lot of bunch formations and movement and some no-huddle. Luck will have a lot of freedom to audible at the line of scrimmage. They want to be a much more run-oriented offense which could set up good play action, which is Luck's strength. This is a perfect offense for him, it's just a shame he won't have a better supporting cast in the beginning.
</p>
",4.59,36.0,,124.0,6.8,4.28
1,28956,Robert Griffin III,QB,231,74.375,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46666666666665,589.0,64.5,64.33333333333333,15.433333333333332,-14.5,0.1333333333333333,70.73333333333333,-15.6,161.4,"<p><b>What he brings:</b> The two things that set RG3 and Luck apart are concerns about RG3's durability and how long it will take for him to transition to more of a pro-style offense. While there are concerns about the pro-style offense, he's done it enough in college that you know he'll be successful in the NFL.
If Luck is 1, then RG3 is 1A. In fact, he has an even stronger arm and he moves just as well. If he stays healthy, he'll be the quarterback Washington so desperately needed and well worth the picks they gave up to get him. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860019"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b> He is a perfect guy to run Mike Shanahan's offense, which is a strong zone-blocking run game and a passing game that wants the QB to roll out, throw a lot of bootlegs and motion some off play action and that leads to a lot of half-field reads and scrambles, which fits RG3 perfectly. They will also use a lot of motions and shifts and multi-receiver packages to give him a lot of options in the passing game. He will always be a threat to tuck the ball and run. They worked hard to give him a supporting cast in free agency.
</p>
",4.33,39.0,,120.0,,
2,27427,Trent Richardson,RB,228,69.25,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> 
There's a good reason Richardson is only the seventh RB to come off the boards in the first five picks in the past 10 years. He's a complete football player. He's a power back who can grind out yards between the tackles, and he's quick enough to get outside to where he can make defenders miss. His ability to contribute on third down makes him that much more attractive considering the direction NFL offenses are heading. 
</p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860057"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b> This was a major need for the Browns. And what separates Richardson from a lot of backs is that he's a three-down player. This offense had no explosiveness or big plays from the running game a year ago and they were at the bottom of the league and yards after contact were an afterthought. That all changes with Richardson. Not only will he be effective between the tackles, but he is also an excellent receiver out of the backfield and he is a good pass-blocker and very effective in blitz pickup. With new offensive coordinator Brad Childress, it will be a West Coast-style offense. They will emphasize the run game to keep pressure off their quarterback position and, as mentioned, Richardson doesn't need to come off the field.</p>
",4.48,,,,,
3,28826,Matt Kalil,OT,306,78.625,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b>  Kalil's ability to sink his hips and generate power as a run-blocker led to concerns about him dropping even further. However, he's clearly the best offensive tackle prospect in this class. His greatest strength is his ability to hold up in pass protection. He's quick, athletic and long. While he might not be a mauler, his assignment rarely makes the play when he's run-blocking. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860079"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b> This offensive line gave up 49 sacks in 2011 and a lot of the big hits that QB Christian Ponder absorbed were over the left side. Kalil has excellent range and he will match up on the best edge rushers in the league. He will give Ponder time to throw the ball. This will also be a run-first offense, and he should be good in the run game and on the second level.



</p>
",4.96,27.0,30.0,,7.33,4.65
4,28776,Justin Blackmon,WR,207,72.875,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> 
Blackmon has room for improvement in terms of his route-running, but has the natural ability to make those improvements. He's a playmaker who can come down with 50-50 balls downfield and can catch it underneath and turn it into a big play.
He should quickly turn into a No. 1 receiver. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860128"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b> 
This was the worst pass offense in the NFL a year ago. Of course, part of the problem was QB Blaine Gabbert, however, it has been the worst receiving corps in the NFL for the past few years. The Jaguars did sign free agent Laurent Robinson from Dallas and Mike Thomas has a chance to be OK, but now they have a difference-maker and a guy who can stretch the field. All of a sudden, this pathetic passing game now has a three-wide receiver set and a nickel package that can actually threaten some defenses. This has been a short, conservative passing game in the past because they had no choice. Now, they can air it out with Blackmon or they can let him take those short to intermediate passes where he can run after the catch.
</p>
",4.46,,14.0,,,
5,27921,Morris Claiborne,CB,188,71.125,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> Claiborne is the best corner on the board. He's quick, he's fluid and he's fast enough to match up in man-to-man coverage. He's also an effective tackler who can help out in run support and limit production after the catch. But what sets him apart is his ability to play the ball. He's a former wide receiver who just naturally understands how to track and attack the football. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860134"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b> The secondary was a tremendous weakness to their team a year ago. They tried to address the secondary with free agent Brandon Carr from Kansas City, but that was certainly not enough. They just haven't been a group that can line up successfully in man-to-man schemes, especially versus multi-receiver sets. Under defensive coordinator Rob Ryan, they love to blitz a lot to create pressure, and that puts these corners on an island in those man coverages. Now, the Cowboys have two turn-and-run cover corners they can depend on.



</p>
",4.5,34.5,,118.0,7.01,4.12
6,27429,Mark Barron,S,213,73.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> 
The No. 1 thing that jumps out when you watch Barron's film is his instincts. He's always in position to make the play, whether he's defending the run or in coverage. He's not just a fundamentally sound player, either. He shows above-average range in coverage and he can deliver the big hit in run support. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860326"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b>
The secondary was a tremendous area of weakness a year ago and they just gave up a lot -- they were 31st in the NFL in average gain per pass play -- and plenty of those came between the hashes. Their safeties are nondescript both versus the run and the pass. While this has been a Cover 2 zone-type secondary in the past, we will see more man-to-man looks under new coach Greg Schiano. We actually could see Barron team with Ronde Barber inside in some packages. He is a playmaker in every area. He will give this defense a lot of the big plays they've been missing the past couple of years in both man and zone.
</p>
",4.54,,,,,
7,28393,Ryan Tannehill,QB,221,75.875,2012,,62.5,484.0,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,134.2,,774.0,42.0,5450.0,,,,,,,10.0,1596.0,112.0,,115.0,5.0,369.0,,,,,,15.0,,7.0,14.3,3.2,67.05000000000001,468.0,35.3,38.65,3.9,-7.550000000000001,1.65,58.199999999999996,-8.55,39.2,"<p><b>What he brings:</b> 
Tannehill is one of the most talked-about prospects in this draft. On one hand, there are concerns about his lack of experience and his inability to win games late last year. On the other hand, he has all the physical tools and mental toughness teams look for in a starting quarterback.
It's also important to point out that he's more accurate than the numbers suggest, because his receivers dropped so many balls last year that it skewed his completion percentage and hindered his ability to win games. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860298"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b> 
This is certainly a pick that seems to make a lot of sense because the Dolphins know everything about this guy with Miami offensive coordinator Mike Sherman as his former head coach at Texas A&M. Tannehill has a tremendous skill set, but there's a lot of room to develop. Under new head coach Joel Philbin, the Dolphins' offense is a version of a West Coast offense with a large variety of formations and personnel packages, much like he ran at Green Bay as offensive coordinator. This is a sophisticated offense that puts a premium on decision-making and reads, and Tannehill just needs time to recognize matchups, see blitzes and learn how to audible at the line of scrimmage. These are all things he can do, that he will likely sit for a good portion of his rookie season and will learn behind Matt Moore or David Garrard. This is not a QB to start from day one.


</p>
",4.65,,,,,
8,28618,Luke Kuechly,ILB,242,75.25,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> 
Kuechly is one of the best overall football players in this draft. He locates and gets to the ball quickly as a run defender. Though he doesn't have elite fluidity, he shows great range, instincts and hands in coverage. 
He's just a very sound tackler who doesn't let ball carriers get away. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860342"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b>
This is a combination of a team filling a need but doing it with a great football player. This is a defense that was in the bottom third of the NFL in key categories a year ago. Its best two linebackers -- OLB Thomas Davis and MLB Jon Beason -- are coming off significant injuries. If Beason is healthy, Kuechly could play outside linebacker; if not he can play inside. It not only gives three excellent players at the position if healthy, but it also gives them tremendous insurance. They will be more aggressive in their 4-3 defense this season and they will blitz more and also play some man schemes with their linebackers, all things that Kuechly can do. He is a guy who doesn't have to come off the field in some packages.


</p>
",4.58,38.0,27.0,123.0,6.92,4.12
9,28295,Stephon Gilmore,CB,190,72.5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p><b>What he brings:</b> 
The biggest concern with Gilmore is his instincts. But he has all the physical tools you're looking for in a cover corner. He has the size to match up with bigger receivers and the quickness to stay with smaller ones. 
He's also willing to mix it up in run support, though he could be a little more consistent as a tackler. </p>

<br><b>Video analysis</b>: <a href=""http://espn.go.com/video/clip?id=7860390"">Todd McShay</a> <img src=""http://assets.espn.go.com/icons/watch.png"" width=""15"" height=""8"" border=""0"" alt=""Video"" /><br>

<p><b>How he fits:</b>
In past years, this Buffalo secondary has really played well, and in 2011, it was very inconsistent. Part of it was because of injuries and the Bills gave up big chunks of passing yards. Their ability to match up versus spread offenses became a real problem. They are switching from a 3-4 to a 4-3 under new defensive coordinator Dave Wannstedt. Their tremendous upgrades in their defensive front four will give them a much-improved pass rush and Gilmore has a chance to line up maybe against the opposition's No. 1 receiver.




</p>
",4.38,36.0,15.0,123.0,6.61,3.94
